"source","sink","species","portion"
"Tunisia","Italy","Scorpaena",0
"Tunisia","Italy","Sebastes",0
"Tunisia","Italy","Serranus",6.00452171979207e-05
"Tunisia","Italy","Solea",0
"Tunisia","Italy","Sparus",0
"Tunisia","Italy","Spicara",3.63433229808455e-05
"Tunisia","Italy","Spondyliosoma",0
"Tunisia","Italy","Symphodus",0
"Tunisia","Italy","Thalassoma",0
"Tunisia","Italy","Thunnus",9.90827149616065e-05
"Tunisia","Italy","Trichiurus",0
"Tunisia","Italy","Trigla",0
"Tunisia","Italy","Trisopterus",0
"Tunisia","Italy","Umbrina",0
"Tunisia","Italy","Uranoscopus",0
"Tunisia","Italy","Xiphias",0
"Tunisia","Italy","Xyrichtys",0
"Algeria","Italy","Acanthocybium solandri",3.25875501731587e-11
"Algeria","Italy","Atherina boyeri",3.02510628701909e-06
"Algeria","Italy","Belone belone",1.42762037370609e-06
"Algeria","Italy","Boops boops",1.39981232572269e-06
"Algeria","Italy","Brama brama",1.9778913623176e-07
"Algeria","Italy","Chelidonichthys cuculus",1.74368027651803e-08
"Algeria","Italy","Dentex dentex",9.94735399269568e-07
"Algeria","Italy","Dicentrarchus labrax",3.03623892676112e-06
"Algeria","Italy","Diplodus sargus sargus",7.93848684486939e-07
"Algeria","Italy","Engraulis encrasicolus",6.58499793100846e-06
"Algeria","Italy","Epinephelus marginatus",6.81794583348273e-08
"Algeria","Italy","Euthynnus alletteratus",1.23645841317937e-07
"Algeria","Italy","Katsuwonus pelamis",7.92521244557396e-11
"Algeria","Italy","Lepidopus caudatus",2.76722689219431e-05
"Algeria","Italy","Liza aurata",7.30080784210912e-11
"Algeria","Italy","Lophius piscatorius",8.05682664642235e-06
"Algeria","Italy","Merlangius merlangus",0
"Algeria","Italy","Merluccius merluccius",7.95209147346614e-05
"Algeria","Italy","Mullus barbatus barbatus",7.23070372502212e-05
"Algeria","Italy","Mullus surmuletus",9.00103496866002e-07
"Algeria","Italy","Oblada melanura",1.52968457887338e-06
"Algeria","Italy","Orcynopsis unicolor",0
"Algeria","Italy","Pagellus acarne",5.67679308831856e-10
"Algeria","Italy","Pagellus bogaraveo",7.15113542529981e-09
"Algeria","Italy","Pagellus erythrinus",7.5590139367948e-07
"Algeria","Italy","Pagrus pagrus",2.28926442513579e-07
"Algeria","Italy","Phycis blennoides",1.03532629882375e-06
"Algeria","Italy","Phycis phycis",2.28499946168015e-06
"Algeria","Italy","Sarda sarda",1.42596347416096e-06
"Algeria","Italy","Sardina pilchardus",1.27492892104102e-05
"Algeria","Italy","Sarpa salpa",9.77732419148468e-08
"Algeria","Italy","Scomber scombrus",1.09450663128066e-06
"Algeria","Italy","Scophthalmus rhombus",3.98201025492483e-11
"Algeria","Italy","Solea solea",4.23087528795482e-07
"Algeria","Italy","Sparus aurata",5.65711483627611e-06
"Algeria","Italy","Spicara smaris",2.31623236198053e-06
"Algeria","Italy","Spondyliosoma cantharus",2.98263999413389e-08
"Algeria","Italy","Thunnus thynnus",6.76050875159231e-06
"Algeria","Italy","Trisopterus minutus",0
"Algeria","Italy","Xiphias gladius",1.33203888112054e-06
"Algeria","Italy","Acanthocybium",0
"Algeria","Italy","Ammodytes",0
"Algeria","Italy","Anchoviella",0
"Algeria","Italy","Anthias",0
"Algeria","Italy","Argentina",2.76391295513319e-09
"Algeria","Italy","Arnoglossus",0
"Algeria","Italy","Atherina",0
"Algeria","Italy","Belone",0
"Algeria","Italy","Boops",0
"Algeria","Italy","Brama",0
"Algeria","Italy","Capros",0
"Algeria","Italy","Centropomus",0
"Algeria","Italy","Cepola",0
"Algeria","Italy","Chelidonichthys",0
"Algeria","Italy","Chelon",0
"Algeria","Italy","Chimaera",0
"Algeria","Italy","Chromis",0
"Algeria","Italy","Coris",0
"Algeria","Italy","Coryphaena",0
"Algeria","Italy","Ctenolabrus",0
"Algeria","Italy","Cypselurus",0
"Algeria","Italy","Dentex",0
"Algeria","Italy","Dicentrarchus",0
"Algeria","Italy","Dicologlossa",0
"Algeria","Italy","Diplodus",1.48812661440903e-06
"Algeria","Italy","Engraulis",0
"Algeria","Italy","Epigonus",0
"Algeria","Italy","Epinephelus",0
"Algeria","Italy","Euthynnus",0
"Algeria","Italy","Gaidropsarus",0
"Algeria","Italy","Glyptocephalus",0
"Algeria","Italy","Helicolenus",0
"Algeria","Italy","Hemiramphus",0
"Algeria","Italy","Hippocampus",0
"Algeria","Italy","Hyperoglyphe",0
"Algeria","Italy","Katsuwonus",0
"Algeria","Italy","Labrus",0
"Algeria","Italy","Leiognathus",0
"Algeria","Italy","Lepidopus",0
"Algeria","Italy","Lepidorhombus",0
"Algeria","Italy","Liza",0
"Algeria","Italy","Lophius",9.29111660051079e-06
"Algeria","Italy","Lutjanus",0
"Algeria","Italy","Makaira",0
"Algeria","Italy","Maurolicus",0
"Algeria","Italy","Merlangius",0
"Algeria","Italy","Merluccius",0
"Algeria","Italy","Microchirus",0
"Algeria","Italy","Molva",0
"Algeria","Italy","Mora",0
"Algeria","Italy","Morone",0
"Algeria","Italy","Mugil",0
"Algeria","Italy","Mullus",1.22119191078159e-07
"Algeria","Italy","Oblada",0
"Algeria","Italy","Orcynopsis",0
"Algeria","Italy","Pagellus",2.66072115809592e-06
"Algeria","Italy","Pagrus",0
"Algeria","Italy","Petromyzon",0
"Algeria","Italy","Phycis",0
"Algeria","Italy","Pleuronectes",0
"Algeria","Italy","Polyprion",0
"Algeria","Italy","Pomatomus",0
"Algeria","Italy","Salmo",0
"Algeria","Italy","Sarda",0
"Algeria","Italy","Sardina",0
"Algeria","Italy","Sarpa",0
"Algeria","Italy","Sciaena",0
"Algeria","Italy","Scomber",1.5260324439095e-06
"Algeria","Italy","Scophthalmus",0
"Algeria","Italy","Scorpaena",0
"Algeria","Italy","Sebastes",0
"Algeria","Italy","Serranus",3.88058457307181e-06
"Algeria","Italy","Solea",0
"Algeria","Italy","Sparus",0
"Algeria","Italy","Spicara",1.60067101192313e-06
"Algeria","Italy","Spondyliosoma",0
"Algeria","Italy","Symphodus",0
"Algeria","Italy","Thalassoma",0
"Algeria","Italy","Thunnus",2.76013524430793e-06
"Algeria","Italy","Trichiurus",0
"Algeria","Italy","Trigla",0
"Algeria","Italy","Trisopterus",0
"Algeria","Italy","Umbrina",0
"Algeria","Italy","Uranoscopus",0
"Algeria","Italy","Xiphias",0
"Algeria","Italy","Xyrichtys",0
"Albania","Italy","Acanthocybium solandri",1.44164161538258e-09
"Albania","Italy","Aphia minuta",3.50605437709541e-06
"Albania","Italy","Atherina boyeri",6.88677019170834e-06
"Albania","Italy","Belone belone",6.26657256632783e-06
"Albania","Italy","Boops boops",2.84926811508908e-05
"Albania","Italy","Brama brama",5.67397205978726e-06
"Albania","Italy","Chelidonichthys cuculus",1.22265267217484e-08
"Albania","Italy","Dentex dentex",1.38181564306575e-05
"Albania","Italy","Dicentrarchus labrax",6.15575207502098e-05
"Albania","Italy","Engraulis encrasicolus",0.000144320953219382
"Albania","Italy","Euthynnus alletteratus",5.71948442438621e-07
"Albania","Italy","Katsuwonus pelamis",3.31232101807008e-10
"Albania","Italy","Lepidopus caudatus",3.12608159063285e-07
"Albania","Italy","Liza aurata",1.82561431704495e-09
"Albania","Italy","Lophius piscatorius",4.37679279660801e-06
"Albania","Italy","Merlangius merlangus",0
"Albania","Italy","Merluccius merluccius",0.000699935350074034
"Albania","Italy","Mullus barbatus barbatus",0.00012425995611928
"Albania","Italy","Mullus surmuletus",2.09835196700594e-05
"Albania","Italy","Oblada melanura",1.76601236516254e-05
"Albania","Italy","Orcynopsis unicolor",0
"Albania","Italy","Pagellus acarne",1.62533668238735e-08
"Albania","Italy","Pagellus bogaraveo",0
"Albania","Italy","Pagellus erythrinus",2.51738176404213e-05
"Albania","Italy","Pagrus pagrus",9.26206020385376e-07
"Albania","Italy","Phycis blennoides",5.22087201294116e-07
"Albania","Italy","Phycis phycis",4.90111832095034e-06
"Albania","Italy","Sarda sarda",1.03695314285274e-05
"Albania","Italy","Sardina pilchardus",1.98683497176296e-05
"Albania","Italy","Sarpa salpa",1.04556152184811e-05
"Albania","Italy","Scomber scombrus",4.75970094378192e-06
"Albania","Italy","Scophthalmus rhombus",3.00428482349489e-10
"Albania","Italy","Solea solea",8.57073361498376e-06
"Albania","Italy","Sparus aurata",2.02196082178712e-05
"Albania","Italy","Spicara smaris",8.93107372937731e-06
"Albania","Italy","Trisopterus minutus",0
"Albania","Italy","Xiphias gladius",4.04452912385172e-05
"Albania","Italy","Acanthocybium",0
"Albania","Italy","Ammodytes",0
"Albania","Italy","Anchoviella",0
"Albania","Italy","Anthias",0
"Albania","Italy","Aphia",0
"Albania","Italy","Argentina",6.18282371730323e-08
"Albania","Italy","Arnoglossus",0
"Albania","Italy","Atherina",0
"Albania","Italy","Belone",0
"Albania","Italy","Boops",0
"Albania","Italy","Brama",0
"Albania","Italy","Capros",0
"Albania","Italy","Centropomus",0
"Albania","Italy","Cepola",0
"Albania","Italy","Chelidonichthys",0
"Albania","Italy","Chelon",0
"Albania","Italy","Chimaera",0
"Albania","Italy","Chromis",0
"Albania","Italy","Coris",0
"Albania","Italy","Coryphaena",0
"Albania","Italy","Ctenolabrus",0
"Albania","Italy","Cypselurus",0
"Albania","Italy","Dentex",0
"Albania","Italy","Dicentrarchus",0
"Albania","Italy","Diplodus",1.04705626052153e-05
"Albania","Italy","Engraulis",0
"Albania","Italy","Epigonus",0
"Albania","Italy","Euthynnus",0
"Albania","Italy","Gaidropsarus",0
"Albania","Italy","Glyptocephalus",0
"Albania","Italy","Helicolenus",0
"Albania","Italy","Hemiramphus",0
"Albania","Italy","Hippocampus",0
"Albania","Italy","Hyperoglyphe",0
"Albania","Italy","Katsuwonus",0
"Albania","Italy","Leiognathus",0
"Albania","Italy","Lepidopus",0
"Albania","Italy","Lepidorhombus",0
"Albania","Italy","Liza",0
"Albania","Italy","Lophius",5.04730882196879e-06
"Albania","Italy","Lutjanus",0
"Albania","Italy","Makaira",0
"Albania","Italy","Maurolicus",0
"Albania","Italy","Merlangius",0
"Albania","Italy","Merluccius",0
"Albania","Italy","Microchirus",0
"Albania","Italy","Molva",0
"Albania","Italy","Mora",0
"Albania","Italy","Morone",0
"Albania","Italy","Mugil",0
"Albania","Italy","Mullus",9.96252222687838e-07
"Albania","Italy","Oblada",0
"Albania","Italy","Orcynopsis",0
"Albania","Italy","Pagellus",6.97408377376228e-06
"Albania","Italy","Pagrus",0
"Albania","Italy","Petromyzon",0
"Albania","Italy","Phycis",0
"Albania","Italy","Pleuronectes",0
"Albania","Italy","Polyprion",0
"Albania","Italy","Pomatomus",0
"Albania","Italy","Salmo",0
"Albania","Italy","Sarda",0
"Albania","Italy","Sardina",0
"Albania","Italy","Sarpa",0
"Albania","Italy","Sciaena",0
"Albania","Italy","Scomber",3.46604753312545e-05
"Albania","Italy","Scophthalmus",0
"Albania","Italy","Scorpaena",0
"Albania","Italy","Sebastes",0
"Albania","Italy","Serranus",1.7789462714457e-05
"Albania","Italy","Solea",0
"Albania","Italy","Sparus",0
"Albania","Italy","Spicara",2.83369824541886e-05
"Albania","Italy","Thunnus",6.35948149155952e-05
"Albania","Italy","Trichiurus",0
"Albania","Italy","Trigla",0
"Albania","Italy","Trisopterus",0
"Albania","Italy","Umbrina",0
"Albania","Italy","Uranoscopus",0
"Albania","Italy","Xiphias",0
"Albania","Italy","Xyrichtys",0
"Croatia","Italy","Acanthocybium solandri",1.99791699508263e-09
"Croatia","Italy","Aphia minuta",5.00084342321143e-06
"Croatia","Italy","Atherina boyeri",7.52115548972395e-05
"Croatia","Italy","Belone belone",6.19873148437378e-05
"Croatia","Italy","Boops boops",0.000233409923482716
"Croatia","Italy","Brama brama",7.36581023755246e-06
"Croatia","Italy","Chelidonichthys cuculus",8.43718870542794e-08
"Croatia","Italy","Dentex dentex",9.377913134196e-05
"Croatia","Italy","Dicentrarchus labrax",9.35409612005611e-05
"Croatia","Italy","Engraulis encrasicolus",0.00108919703686681
"Croatia","Italy","Euthynnus alletteratus",7.13947384903222e-06
"Croatia","Italy","Katsuwonus pelamis",3.55556815159215e-09
"Croatia","Italy","Lepidopus caudatus",8.54737018554674e-05
"Croatia","Italy","Liza aurata",2.44463975781228e-09
"Croatia","Italy","Lophius piscatorius",3.22427411590066e-05
"Croatia","Italy","Merlangius merlangus",3.8861518518115e-06
"Croatia","Italy","Merluccius merluccius",0.00121243311423157
"Croatia","Italy","Mullus barbatus barbatus",0.000578801095709856
"Croatia","Italy","Mullus surmuletus",0.000156193914475803
"Croatia","Italy","Oblada melanura",0.000113149889595086
"Croatia","Italy","Orcynopsis unicolor",0
"Croatia","Italy","Pagellus acarne",1.0039588815737e-07
"Croatia","Italy","Pagellus bogaraveo",2.22504162151331e-08
"Croatia","Italy","Pagellus erythrinus",0.000150375015160312
"Croatia","Italy","Pagrus pagrus",7.14317384603055e-06
"Croatia","Italy","Phycis blennoides",4.3573703837358e-06
"Croatia","Italy","Phycis phycis",4.11141313641512e-05
"Croatia","Italy","Sarda sarda",8.91741567850945e-05
"Croatia","Italy","Sardina pilchardus",0.000250337756996274
"Croatia","Italy","Sarpa salpa",1.33713423382318e-05
"Croatia","Italy","Scomber scombrus",4.08841594690365e-05
"Croatia","Italy","Scophthalmus rhombus",3.18441097114583e-09
"Croatia","Italy","Solea solea",9.49814866016777e-05
"Croatia","Italy","Sparus aurata",0.000164096950903855
"Croatia","Italy","Spicara smaris",6.35882977180739e-05
"Croatia","Italy","Trisopterus minutus",0
"Croatia","Italy","Xiphias gladius",5.66471233186994e-05
"Croatia","Italy","Acanthocybium",0
"Croatia","Italy","Ammodytes",0
"Croatia","Italy","Anchoviella",0
"Croatia","Italy","Anthias",0
"Croatia","Italy","Aphia",0
"Croatia","Italy","Argentina",8.92452543866693e-08
"Croatia","Italy","Arnoglossus",0
"Croatia","Italy","Atherina",0
"Croatia","Italy","Belone",0
"Croatia","Italy","Boops",0
"Croatia","Italy","Brama",0
"Croatia","Italy","Capros",0
"Croatia","Italy","Centropomus",0
"Croatia","Italy","Cepola",0
"Croatia","Italy","Chelidonichthys",0
"Croatia","Italy","Chelon",0
"Croatia","Italy","Chimaera",0
"Croatia","Italy","Chromis",0
"Croatia","Italy","Coris",0
"Croatia","Italy","Coryphaena",0
"Croatia","Italy","Ctenolabrus",0
"Croatia","Italy","Cypselurus",0
"Croatia","Italy","Dentex",0
"Croatia","Italy","Dicentrarchus",0
"Croatia","Italy","Diplodus",8.08825301878617e-05
"Croatia","Italy","Engraulis",0
"Croatia","Italy","Epigonus",0
"Croatia","Italy","Euthynnus",0
"Croatia","Italy","Gaidropsarus",0
"Croatia","Italy","Glyptocephalus",0
"Croatia","Italy","Gymnothorax",0
"Croatia","Italy","Helicolenus",0
"Croatia","Italy","Hemiramphus",0
"Croatia","Italy","Hippocampus",0
"Croatia","Italy","Hyperoglyphe",0
"Croatia","Italy","Katsuwonus",0
"Croatia","Italy","Leiognathus",0
"Croatia","Italy","Lepidopus",0
"Croatia","Italy","Lepidorhombus",0
"Croatia","Italy","Liza",0
"Croatia","Italy","Lophius",3.71822655215554e-05
"Croatia","Italy","Lutjanus",0
"Croatia","Italy","Makaira",0
"Croatia","Italy","Maurolicus",0
"Croatia","Italy","Merlangius",0
"Croatia","Italy","Merluccius",0
"Croatia","Italy","Microchirus",0
"Croatia","Italy","Molva",0
"Croatia","Italy","Mora",0
"Croatia","Italy","Morone",0
"Croatia","Italy","Mugil",0
"Croatia","Italy","Mullus",3.21713506274675e-06
"Croatia","Italy","Muraena",0
"Croatia","Italy","Oblada",0
"Croatia","Italy","Orcynopsis",0
"Croatia","Italy","Pagellus",5.34333812192655e-05
"Croatia","Italy","Pagrus",0
"Croatia","Italy","Petromyzon",0
"Croatia","Italy","Phycis",0
"Croatia","Italy","Pleuronectes",0
"Croatia","Italy","Polyprion",0
"Croatia","Italy","Pomatomus",0
"Croatia","Italy","Salmo",0
"Croatia","Italy","Sarda",0
"Croatia","Italy","Sardina",0
"Croatia","Italy","Sarpa",0
"Croatia","Italy","Sciaena",0
"Croatia","Italy","Scomber",6.21128036646708e-05
"Croatia","Italy","Scophthalmus",0
"Croatia","Italy","Scorpaena",0
"Croatia","Italy","Sebastes",0
"Croatia","Italy","Serranus",8.9259202194395e-05
"Croatia","Italy","Solea",0
"Croatia","Italy","Sparus",0
"Croatia","Italy","Spicara",6.85745506627504e-05
"Croatia","Italy","Thunnus",8.36627847668389e-05
"Croatia","Italy","Trichiurus",0
"Croatia","Italy","Trigla",0
"Croatia","Italy","Trisopterus",0
"Croatia","Italy","Umbrina",0
"Croatia","Italy","Uranoscopus",0
"Croatia","Italy","Xiphias",0
"Croatia","Italy","Xyrichtys",0
"Montenegro","Italy","Acanthocybium solandri",6.23333348444858e-10
"Montenegro","Italy","Aphia minuta",1.63160539193834e-06
"Montenegro","Italy","Atherina boyeri",3.17237793553232e-06
"Montenegro","Italy","Belone belone",2.07614394651344e-06
"Montenegro","Italy","Boops boops",6.62719248441382e-06
"Montenegro","Italy","Brama brama",2.57888844132234e-06
"Montenegro","Italy","Chelidonichthys cuculus",6.19733097823694e-09
"Montenegro","Italy","Dentex dentex",3.85843042208589e-06
"Montenegro","Italy","Dicentrarchus labrax",3.56231121670531e-05
"Montenegro","Italy","Engraulis encrasicolus",3.91285199517675e-05
"Montenegro","Italy","Euthynnus alletteratus",1.6577884483159e-07
"Montenegro","Italy","Katsuwonus pelamis",1.01292964206679e-10
"Montenegro","Italy","Lepidopus caudatus",2.19535641672891e-07
"Montenegro","Italy","Liza aurata",7.63142399514742e-10
"Montenegro","Italy","Lophius piscatorius",2.72905011694252e-06
"Montenegro","Italy","Merlangius merlangus",0
"Montenegro","Italy","Merluccius merluccius",0.000516743833249217
"Montenegro","Italy","Mullus barbatus barbatus",5.42112487428873e-05
"Montenegro","Italy","Mullus surmuletus",5.169900375703e-06
"Montenegro","Italy","Oblada melanura",4.81967578816732e-06
"Montenegro","Italy","Orcynopsis unicolor",0
"Montenegro","Italy","Pagellus acarne",4.13213244287521e-09
"Montenegro","Italy","Pagellus bogaraveo",0
"Montenegro","Italy","Pagellus erythrinus",5.55738450342696e-06
"Montenegro","Italy","Pagrus pagrus",3.44368986029195e-07
"Montenegro","Italy","Phycis blennoides",3.63448519913163e-07
"Montenegro","Italy","Phycis phycis",2.74109286645284e-06
"Montenegro","Italy","Sarda sarda",2.7818647366776e-06
"Montenegro","Italy","Sardina pilchardus",1.06519051133364e-05
"Montenegro","Italy","Sarpa salpa",3.64465889968839e-06
"Montenegro","Italy","Scomber scombrus",2.1445354473022e-06
"Montenegro","Italy","Scophthalmus rhombus",9.56312000574416e-11
"Montenegro","Italy","Solea solea",2.39250676053056e-06
"Montenegro","Italy","Sparus aurata",7.29270337119264e-06
"Montenegro","Italy","Spicara smaris",3.13420314675466e-06
"Montenegro","Italy","Trisopterus minutus",0
"Montenegro","Italy","Xiphias gladius",1.8503230484455e-05
"Montenegro","Italy","Acanthocybium",0
"Montenegro","Italy","Ammodytes",0
"Montenegro","Italy","Anchoviella",0
"Montenegro","Italy","Anthias",0
"Montenegro","Italy","Aphia",0
"Montenegro","Italy","Argentina",3.0531453076253e-08
"Montenegro","Italy","Arnoglossus",0
"Montenegro","Italy","Atherina",0
"Montenegro","Italy","Belone",0
"Montenegro","Italy","Boops",0
"Montenegro","Italy","Brama",0
"Montenegro","Italy","Capros",0
"Montenegro","Italy","Centropomus",0
"Montenegro","Italy","Cepola",0
"Montenegro","Italy","Chelidonichthys",0
"Montenegro","Italy","Chelon",0
"Montenegro","Italy","Chimaera",0
"Montenegro","Italy","Chromis",0
"Montenegro","Italy","Coris",0
"Montenegro","Italy","Coryphaena",0
"Montenegro","Italy","Ctenolabrus",0
"Montenegro","Italy","Cypselurus",0
"Montenegro","Italy","Dentex",0
"Montenegro","Italy","Dicentrarchus",0
"Montenegro","Italy","Diplodus",2.96123516302278e-06
"Montenegro","Italy","Engraulis",0
"Montenegro","Italy","Epigonus",0
"Montenegro","Italy","Euthynnus",0
"Montenegro","Italy","Gaidropsarus",0
"Montenegro","Italy","Glyptocephalus",0
"Montenegro","Italy","Helicolenus",0
"Montenegro","Italy","Hemiramphus",0
"Montenegro","Italy","Hippocampus",0
"Montenegro","Italy","Hyperoglyphe",0
"Montenegro","Italy","Katsuwonus",0
"Montenegro","Italy","Leiognathus",0
"Montenegro","Italy","Lepidopus",0
"Montenegro","Italy","Lepidorhombus",0
"Montenegro","Italy","Liza",0
"Montenegro","Italy","Lophius",3.14713521314374e-06
"Montenegro","Italy","Lutjanus",0
"Montenegro","Italy","Makaira",0
"Montenegro","Italy","Maurolicus",0
"Montenegro","Italy","Merlangius",0
"Montenegro","Italy","Merluccius",0
"Montenegro","Italy","Microchirus",0
"Montenegro","Italy","Molva",0
"Montenegro","Italy","Mora",0
"Montenegro","Italy","Morone",0
"Montenegro","Italy","Mugil",0
"Montenegro","Italy","Mullus",3.49469855462926e-07
"Montenegro","Italy","Oblada",0
"Montenegro","Italy","Orcynopsis",0
"Montenegro","Italy","Pagellus",1.69512680009335e-06
"Montenegro","Italy","Pagrus",0
"Montenegro","Italy","Petromyzon",0
"Montenegro","Italy","Phycis",0
"Montenegro","Italy","Pleuronectes",0
"Montenegro","Italy","Polyprion",0
"Montenegro","Italy","Pomatomus",0
"Montenegro","Italy","Salmo",0
"Montenegro","Italy","Sarda",0
"Montenegro","Italy","Sardina",0
"Montenegro","Italy","Sarpa",0
"Montenegro","Italy","Sciaena",0
"Montenegro","Italy","Scomber",1.66852837686422e-05
"Montenegro","Italy","Scophthalmus",0
"Montenegro","Italy","Scorpaena",0
"Montenegro","Italy","Sebastes",0
"Montenegro","Italy","Serranus",6.8753044267742e-06
"Montenegro","Italy","Solea",0
"Montenegro","Italy","Sparus",0
"Montenegro","Italy","Spicara",1.21968742879595e-05
"Montenegro","Italy","Thunnus",2.42197317694986e-05
"Montenegro","Italy","Trichiurus",0
"Montenegro","Italy","Trigla",0
"Montenegro","Italy","Trisopterus",0
"Montenegro","Italy","Umbrina",0
"Montenegro","Italy","Uranoscopus",0
"Montenegro","Italy","Xiphias",0
"Montenegro","Italy","Xyrichtys",0
"Libya","Italy","Acanthocybium solandri",5.46349214453273e-11
"Libya","Italy","Atherina boyeri",4.37093089638033e-06
"Libya","Italy","Belone belone",1.82063113888181e-06
"Libya","Italy","Boops boops",4.93693296506096e-06
"Libya","Italy","Brama brama",2.47170325312317e-07
"Libya","Italy","Chelidonichthys cuculus",1.69581661647484e-09
"Libya","Italy","Dentex dentex",4.60172602413572e-06
"Libya","Italy","Dicentrarchus labrax",3.22733970300483e-06
"Libya","Italy","Diplodus sargus sargus",1.50582832728292e-06
"Libya","Italy","Engraulis encrasicolus",2.54767141671103e-05
"Libya","Italy","Euthynnus alletteratus",1.8072858843242e-07
"Libya","Italy","Katsuwonus pelamis",2.06050745240559e-10
"Libya","Italy","Lepidopus caudatus",1.05857889851033e-05
"Libya","Italy","Liza aurata",6.30545121868939e-11
"Libya","Italy","Lophius piscatorius",7.29969267250825e-06
"Libya","Italy","Merlangius merlangus",0
"Libya","Italy","Merluccius merluccius",5.30543524558418e-05
"Libya","Italy","Mullus barbatus barbatus",7.1604231554436e-05
"Libya","Italy","Oblada melanura",5.37856980089241e-06
"Libya","Italy","Orcynopsis unicolor",0
"Libya","Italy","Pagellus acarne",3.03441651819226e-09
"Libya","Italy","Pagellus bogaraveo",1.49547536250719e-09
"Libya","Italy","Pagellus erythrinus",5.41391074823862e-06
"Libya","Italy","Pagrus pagrus",5.54670261062739e-07
"Libya","Italy","Phycis blennoides",1.39171076138439e-06
"Libya","Italy","Phycis phycis",6.78545428587578e-06
"Libya","Italy","Sarda sarda",3.93452260423927e-06
"Libya","Italy","Sardina pilchardus",1.09573071455098e-05
"Libya","Italy","Sarpa salpa",2.89110184487884e-07
"Libya","Italy","Scomber scombrus",8.87513639513929e-07
"Libya","Italy","Scophthalmus rhombus",6.62169566482389e-11
"Libya","Italy","Solea solea",1.71604245474864e-06
"Libya","Italy","Sparus aurata",4.61236229030944e-06
"Libya","Italy","Spicara smaris",9.38843105870052e-06
"Libya","Italy","Trisopterus minutus",0
"Libya","Italy","Xiphias gladius",1.38685782580124e-06
"Libya","Italy","Acanthocybium",0
"Libya","Italy","Ammodytes",0
"Libya","Italy","Anchoviella",0
"Libya","Italy","Anthias",0
"Libya","Italy","Argentina",2.49427606748779e-09
"Libya","Italy","Arnoglossus",0
"Libya","Italy","Atherina",0
"Libya","Italy","Belone",0
"Libya","Italy","Boops",0
"Libya","Italy","Brama",0
"Libya","Italy","Capros",0
"Libya","Italy","Centropomus",0
"Libya","Italy","Cepola",0
"Libya","Italy","Chelidonichthys",0
"Libya","Italy","Chelon",0
"Libya","Italy","Chimaera",0
"Libya","Italy","Chromis",0
"Libya","Italy","Coris",0
"Libya","Italy","Coryphaena",0
"Libya","Italy","Ctenolabrus",0
"Libya","Italy","Cypselurus",0
"Libya","Italy","Dentex",0
"Libya","Italy","Dicentrarchus",0
"Libya","Italy","Diplodus",2.93041145984861e-06
"Libya","Italy","Engraulis",0
"Libya","Italy","Epigonus",0
"Libya","Italy","Epinephelus",0
"Libya","Italy","Euthynnus",0
"Libya","Italy","Gaidropsarus",0
"Libya","Italy","Glyptocephalus",0
"Libya","Italy","Helicolenus",0
"Libya","Italy","Hemiramphus",0
"Libya","Italy","Hippocampus",0
"Libya","Italy","Hyperoglyphe",0
"Libya","Italy","Istiophorus",0
"Libya","Italy","Katsuwonus",0
"Libya","Italy","Leiognathus",0
"Libya","Italy","Lepidopus",0
"Libya","Italy","Lepidorhombus",0
"Libya","Italy","Liza",0
"Libya","Italy","Lophius",8.41799119486888e-06
"Libya","Italy","Lutjanus",0
"Libya","Italy","Makaira",0
"Libya","Italy","Maurolicus",0
"Libya","Italy","Merlangius",0
"Libya","Italy","Merluccius",0
"Libya","Italy","Microchirus",0
"Libya","Italy","Molva",0
"Libya","Italy","Mora",0
"Libya","Italy","Morone",0
"Libya","Italy","Mugil",0
"Libya","Italy","Mullus",2.24051005621821e-07
"Libya","Italy","Oblada",0
"Libya","Italy","Orcynopsis",0
"Libya","Italy","Pagellus",2.09585061856655e-06
"Libya","Italy","Pagrus",0
"Libya","Italy","Petromyzon",0
"Libya","Italy","Phycis",0
"Libya","Italy","Pleuronectes",0
"Libya","Italy","Polyprion",0
"Libya","Italy","Pomatomus",0
"Libya","Italy","Salmo",0
"Libya","Italy","Sarda",0
"Libya","Italy","Sardina",0
"Libya","Italy","Sargocentron",0
"Libya","Italy","Sarpa",0
"Libya","Italy","Scarus",0
"Libya","Italy","Sciaena",0
"Libya","Italy","Scomber",1.9788096446869e-06
"Libya","Italy","Scophthalmus",0
"Libya","Italy","Scorpaena",0
"Libya","Italy","Sebastes",0
"Libya","Italy","Serranus",6.88511672213297e-06
"Libya","Italy","Solea",0
"Libya","Italy","Sparus",0
"Libya","Italy","Spicara",3.46690257957975e-06
"Libya","Italy","Thalassoma",0
"Libya","Italy","Thunnus",1.31121990471848e-06
"Libya","Italy","Trichiurus",0
"Libya","Italy","Trigla",0
"Libya","Italy","Trisopterus",0
"Libya","Italy","Umbrina",0
"Libya","Italy","Uranoscopus",0
"Libya","Italy","Xiphias",0
"Libya","Italy","Xyrichtys",0
"Malta","Italy","Acanthocybium solandri",1.09334210540827e-09
"Malta","Italy","Atherina boyeri",7.6056047768162e-06
"Malta","Italy","Belone belone",6.67704654845427e-06
"Malta","Italy","Boops boops",5.34002687531825e-05
"Malta","Italy","Brama brama",3.59783258102655e-06
"Malta","Italy","Chelidonichthys cuculus",2.49240215611304e-08
"Malta","Italy","Dentex dentex",1.80471368731145e-05
