"source","sink","species","portion"
"Malta","Italy","Dicentrarchus labrax",5.34248511467724e-05
"Malta","Italy","Engraulis encrasicolus",0.000261227618419124
"Malta","Italy","Euthynnus alletteratus",8.93057589367987e-07
"Malta","Italy","Katsuwonus pelamis",1.55253896196381e-09
"Malta","Italy","Lepidopus caudatus",9.23783425307623e-05
"Malta","Italy","Liza aurata",1.0595103103691e-09
"Malta","Italy","Lophius piscatorius",3.5129656205906e-05
"Malta","Italy","Merlangius merlangus",0
"Malta","Italy","Merluccius merluccius",0.000618289446056653
"Malta","Italy","Mullus barbatus barbatus",0.000482835425603817
"Malta","Italy","Oblada melanura",1.70309598499071e-05
"Malta","Italy","Orcynopsis unicolor",0
"Malta","Italy","Pagellus acarne",2.66459489004468e-08
"Malta","Italy","Pagellus bogaraveo",3.20766167619962e-08
"Malta","Italy","Pagellus erythrinus",3.39044154823491e-05
"Malta","Italy","Pagrus pagrus",1.72685645143193e-06
"Malta","Italy","Phycis blennoides",3.60284187563181e-06
"Malta","Italy","Phycis phycis",1.68707706777257e-05
"Malta","Italy","Sarda sarda",2.29897259006982e-05
"Malta","Italy","Sarpa salpa",7.65299266669599e-06
"Malta","Italy","Scomber scombrus",7.11410024497354e-06
"Malta","Italy","Scophthalmus rhombus",2.39563291957368e-10
"Malta","Italy","Solea solea",6.57992600432753e-06
"Malta","Italy","Sparus aurata",1.43657874486606e-05
"Malta","Italy","Spicara smaris",3.53720510842498e-05
"Malta","Italy","Trisopterus minutus",0
"Malta","Italy","Xiphias gladius",2.9500064001563e-05
"Malta","Italy","Acanthocybium",0
"Malta","Italy","Ammodytes",0
"Malta","Italy","Anchoviella",0
"Malta","Italy","Anthias",0
"Malta","Italy","Argentina",4.6369842654792e-08
"Malta","Italy","Arnoglossus",0
"Malta","Italy","Atherina",0
"Malta","Italy","Belone",0
"Malta","Italy","Boops",0
"Malta","Italy","Brama",0
"Malta","Italy","Capros",0
"Malta","Italy","Centropomus",0
"Malta","Italy","Cepola",0
"Malta","Italy","Chelidonichthys",0
"Malta","Italy","Chelon",0
"Malta","Italy","Chimaera",0
"Malta","Italy","Chromis",0
"Malta","Italy","Coris",0
"Malta","Italy","Coryphaena",0
"Malta","Italy","Ctenolabrus",0
"Malta","Italy","Cypselurus",0
"Malta","Italy","Dentex",0
"Malta","Italy","Dicentrarchus",0
"Malta","Italy","Diplodus",1.41452674829247e-05
"Malta","Italy","Engraulis",0
"Malta","Italy","Epigonus",0
"Malta","Italy","Euthynnus",0
"Malta","Italy","Gaidropsarus",0
"Malta","Italy","Glyptocephalus",0
"Malta","Italy","Helicolenus",0
"Malta","Italy","Hemiramphus",0
"Malta","Italy","Hippocampus",0
"Malta","Italy","Hyperoglyphe",0
"Malta","Italy","Katsuwonus",0
"Malta","Italy","Leiognathus",0
"Malta","Italy","Lepidopus",0
"Malta","Italy","Lepidorhombus",0
"Malta","Italy","Liza",0
"Malta","Italy","Lophius",4.05114502606142e-05
"Malta","Italy","Lutjanus",0
"Malta","Italy","Makaira",0
"Malta","Italy","Maurolicus",0
"Malta","Italy","Merlangius",0
"Malta","Italy","Merluccius",0
"Malta","Italy","Microchirus",0
"Malta","Italy","Molva",0
"Malta","Italy","Mora",0
"Malta","Italy","Morone",0
"Malta","Italy","Mugil",0
"Malta","Italy","Mullus",1.8495180807733e-06
"Malta","Italy","Oblada",0
"Malta","Italy","Orcynopsis",0
"Malta","Italy","Pagellus",2.63629583921795e-05
"Malta","Italy","Pagrus",0
"Malta","Italy","Petromyzon",0
"Malta","Italy","Phycis",0
"Malta","Italy","Pleuronectes",0
"Malta","Italy","Polyprion",0
"Malta","Italy","Pomatomus",0
"Malta","Italy","Salmo",0
"Malta","Italy","Sarda",0
"Malta","Italy","Sarpa",0
"Malta","Italy","Sciaena",0
"Malta","Italy","Scomber",2.936838440919e-05
"Malta","Italy","Scophthalmus",0
"Malta","Italy","Scorpaena",0
"Malta","Italy","Sebastes",0
"Malta","Italy","Serranus",3.80176895059866e-05
"Malta","Italy","Solea",0
"Malta","Italy","Sparus",0
"Malta","Italy","Spicara",2.26440703798708e-05
"Malta","Italy","Thunnus",4.51000884743316e-05
"Malta","Italy","Trichiurus",0
"Malta","Italy","Trigla",0
"Malta","Italy","Trisopterus",0
"Malta","Italy","Umbrina",0
"Malta","Italy","Uranoscopus",0
"Malta","Italy","Xiphias",0
"Malta","Italy","Xyrichtys",0
"Greece","Italy","Acanthocybium solandri",2.01473366219585e-11
"Greece","Italy","Atherina boyeri",2.7920642792885e-06
"Greece","Italy","Belone belone",1.70789533812008e-06
"Greece","Italy","Boops boops",4.79427843881198e-06
"Greece","Italy","Brama brama",8.33110376096619e-08
"Greece","Italy","Chelidonichthys cuculus",1.51301921576434e-08
"Greece","Italy","Dentex dentex",3.0694274948204e-06
"Greece","Italy","Dicentrarchus labrax",8.48763521892739e-07
"Greece","Italy","Diplodus sargus sargus",1.52008333747314e-06
"Greece","Italy","Engraulis encrasicolus",2.37171451441377e-05
"Greece","Italy","Euthynnus alletteratus",1.40800549679698e-07
"Greece","Italy","Katsuwonus pelamis",1.18085322206905e-10
"Greece","Italy","Lepidopus caudatus",1.30297194846834e-05
"Greece","Italy","Liza aurata",2.62669180253225e-11
"Greece","Italy","Lophius piscatorius",6.76711461626061e-06
"Greece","Italy","Merlangius merlangus",2.10345035195057e-08
"Greece","Italy","Merluccius merluccius",1.07844264482265e-05
"Greece","Italy","Mullus barbatus barbatus",0.000190464710152358
"Greece","Italy","Oblada melanura",5.63038043703665e-06
"Greece","Italy","Orcynopsis unicolor",0
"Greece","Italy","Pagellus acarne",3.38594065815598e-09
"Greece","Italy","Pagellus bogaraveo",0
"Greece","Italy","Pagellus erythrinus",5.54438844002178e-06
"Greece","Italy","Pagrus pagrus",1.80477742722033e-07
"Greece","Italy","Phycis blennoides",9.23082210600225e-07
"Greece","Italy","Phycis phycis",1.25243085794698e-06
"Greece","Italy","Sarda sarda",2.22111689001594e-06
"Greece","Italy","Sardina pilchardus",4.64122257724571e-06
"Greece","Italy","Sarpa salpa",1.39365935086476e-07
"Greece","Italy","Scomber scombrus",7.8175755303997e-07
"Greece","Italy","Scophthalmus rhombus",8.85785640477627e-11
"Greece","Italy","Solea solea",1.39688770446455e-06
"Greece","Italy","Sparus aurata",5.18925979747795e-06
"Greece","Italy","Spicara smaris",4.24531482952167e-06
"Greece","Italy","Trisopterus minutus",0
"Greece","Italy","Xiphias gladius",5.53307311687712e-07
"Greece","Italy","Acanthocybium",0
"Greece","Italy","Ammodytes",0
"Greece","Italy","Anchoviella",0
"Greece","Italy","Anthias",0
"Greece","Italy","Argentina",8.62343115101479e-10
"Greece","Italy","Arnoglossus",0
"Greece","Italy","Atherina",0
"Greece","Italy","Belone",0
"Greece","Italy","Boops",0
"Greece","Italy","Brama",0
"Greece","Italy","Capros",0
"Greece","Italy","Centropomus",0
"Greece","Italy","Cepola",0
"Greece","Italy","Chelidonichthys",0
"Greece","Italy","Chelon",0
"Greece","Italy","Chimaera",0
"Greece","Italy","Chromis",0
"Greece","Italy","Coris",0
"Greece","Italy","Coryphaena",0
"Greece","Italy","Ctenolabrus",0
"Greece","Italy","Cypselurus",0
"Greece","Italy","Dentex",0
"Greece","Italy","Dicentrarchus",0
"Greece","Italy","Diplodus",3.36574131274196e-06
"Greece","Italy","Engraulis",0
"Greece","Italy","Epigonus",0
"Greece","Italy","Epinephelus",0
"Greece","Italy","Euthynnus",0
"Greece","Italy","Gaidropsarus",0
"Greece","Italy","Glyptocephalus",0
"Greece","Italy","Helicolenus",0
"Greece","Italy","Hemiramphus",0
"Greece","Italy","Hippocampus",0
"Greece","Italy","Hyperoglyphe",0
"Greece","Italy","Istiophorus",0
"Greece","Italy","Katsuwonus",0
"Greece","Italy","Leiognathus",0
"Greece","Italy","Lepidopus",0
"Greece","Italy","Lepidorhombus",0
"Greece","Italy","Liza",0
"Greece","Italy","Lophius",7.80382323065341e-06
"Greece","Italy","Lutjanus",0
"Greece","Italy","Makaira",0
"Greece","Italy","Maurolicus",0
"Greece","Italy","Merlangius",0
"Greece","Italy","Merluccius",0
"Greece","Italy","Microchirus",0
"Greece","Italy","Molva",0
"Greece","Italy","Mora",0
"Greece","Italy","Morone",0
"Greece","Italy","Mugil",0
"Greece","Italy","Mullus",4.51870182138966e-07
"Greece","Italy","Oblada",0
"Greece","Italy","Orcynopsis",0
"Greece","Italy","Pagellus",1.48060796289249e-06
"Greece","Italy","Pagrus",0
"Greece","Italy","Petromyzon",0
"Greece","Italy","Phycis",0
"Greece","Italy","Pleuronectes",0
"Greece","Italy","Polyprion",0
"Greece","Italy","Pomatomus",0
"Greece","Italy","Salmo",0
"Greece","Italy","Sarda",0
"Greece","Italy","Sardina",0
"Greece","Italy","Sargocentron",0
"Greece","Italy","Sarpa",0
"Greece","Italy","Scarus",0
"Greece","Italy","Sciaena",0
"Greece","Italy","Scomber",8.86240589239526e-07
"Greece","Italy","Scophthalmus",0
"Greece","Italy","Scorpaena",0
"Greece","Italy","Sebastes",0
"Greece","Italy","Serranus",1.07138280251533e-05
"Greece","Italy","Solea",0
"Greece","Italy","Sparus",0
"Greece","Italy","Spicara",1.9230761321149e-06
"Greece","Italy","Thunnus",8.20788301992779e-07
"Greece","Italy","Trichiurus",0
"Greece","Italy","Trigla",0
"Greece","Italy","Trisopterus",0
"Greece","Italy","Umbrina",0
"Greece","Italy","Uranoscopus",0
"Greece","Italy","Xiphias",0
"Greece","Italy","Xyrichtys",0
"United Kingdom","Italy","Belone belone",1.31177100577341e-08
"United Kingdom","Italy","Liza aurata",2.3126229748455e-14
"United Kingdom","Italy","Merlangius merlangus",3.19028749341306e-07
"United Kingdom","Italy","Sardina pilchardus",2.02175485430401e-07
"United Kingdom","Italy","Spicara smaris",0
"United Kingdom","Italy","Sprattus sprattus",5.11228959557097e-09
"United Kingdom","Italy","Trisopterus minutus",3.44346019814177e-07
"United Kingdom","Italy","Xiphias gladius",8.83913710325813e-10
"United Kingdom","Italy","Zeus faber",8.87309084244029e-09
"United Kingdom","Italy","Ammodytes",0
"United Kingdom","Italy","Anarhichas",0
"United Kingdom","Italy","Belone",0
"United Kingdom","Italy","Centropomus",0
"United Kingdom","Italy","Chelon",0
"United Kingdom","Italy","Clupea",0
"United Kingdom","Italy","Coryphaenoides",0
"United Kingdom","Italy","Gadus",0
"United Kingdom","Italy","Hemiramphus",0
"United Kingdom","Italy","Liza",0
"United Kingdom","Italy","Macrourus",0
"United Kingdom","Italy","Makaira",0
"United Kingdom","Italy","Melanogrammus",0
"United Kingdom","Italy","Merlangius",0
"United Kingdom","Italy","Mugil",0
"United Kingdom","Italy","Phycis",0
"United Kingdom","Italy","Pollachius",0
"United Kingdom","Italy","Sardina",0
"United Kingdom","Italy","Spicara",3.50589932434789e-10
"United Kingdom","Italy","Sprattus",0
"United Kingdom","Italy","Trachyrincus",0
"United Kingdom","Italy","Trisopterus",0
"United Kingdom","Italy","Uranoscopus",0
"United Kingdom","Italy","Urophycis",0
"United Kingdom","Italy","Xiphias",0
"United Kingdom","Italy","Zeus",0
"Belgium","Italy","Belone belone",1.06429460515011e-08
"Belgium","Italy","Liza aurata",3.80548865493862e-12
"Belgium","Italy","Merlangius merlangus",9.83428750153684e-08
"Belgium","Italy","Sardina pilchardus",5.23999332367003e-08
"Belgium","Italy","Spicara smaris",0
"Belgium","Italy","Trisopterus minutus",2.42934463721552e-08
"Belgium","Italy","Xiphias gladius",8.95080509993521e-08
"Belgium","Italy","Ammodytes",0
"Belgium","Italy","Anarhichas",0
"Belgium","Italy","Belone",0
"Belgium","Italy","Centropomus",0
"Belgium","Italy","Clupea",0
"Belgium","Italy","Coryphaenoides",0
"Belgium","Italy","Hemiramphus",0
"Belgium","Italy","Liza",0
"Belgium","Italy","Macrourus",0
"Belgium","Italy","Makaira",0
"Belgium","Italy","Melanogrammus",0
"Belgium","Italy","Merlangius",0
"Belgium","Italy","Mugil",0
"Belgium","Italy","Phycis",0
"Belgium","Italy","Pollachius",0
"Belgium","Italy","Sardina",0
"Belgium","Italy","Spicara",2.88452987133673e-08
"Belgium","Italy","Sprattus",0
"Belgium","Italy","Trisopterus",0
"Belgium","Italy","Uranoscopus",0
"Belgium","Italy","Xiphias",0
"Netherlands","Italy","Aphia minuta",4.93623516529976e-10
"Netherlands","Italy","Belone belone",3.29789329070793e-08
"Netherlands","Italy","Liza aurata",5.18439289171623e-13
"Netherlands","Italy","Merlangius merlangus",5.09479422445141e-07
"Netherlands","Italy","Merluccius merluccius",2.52721872761808e-07
"Netherlands","Italy","Sardina pilchardus",2.59200590266244e-07
"Netherlands","Italy","Spicara smaris",0
"Netherlands","Italy","Trisopterus minutus",3.61640981301978e-07
"Netherlands","Italy","Xiphias gladius",1.05896088512744e-08
"Netherlands","Italy","Ammodytes",0
"Netherlands","Italy","Anarhichas",0
"Netherlands","Italy","Aphia",0
"Netherlands","Italy","Belone",0
"Netherlands","Italy","Centropomus",0
"Netherlands","Italy","Clupea",0
"Netherlands","Italy","Coryphaenoides",0
"Netherlands","Italy","Cyclopterus",0
"Netherlands","Italy","Gobius",0
"Netherlands","Italy","Hemiramphus",0
"Netherlands","Italy","Liza",0
"Netherlands","Italy","Macrourus",0
"Netherlands","Italy","Makaira",0
"Netherlands","Italy","Melanogrammus",0
"Netherlands","Italy","Merlangius",0
"Netherlands","Italy","Merluccius",0
"Netherlands","Italy","Microstomus",0
"Netherlands","Italy","Morone",0
"Netherlands","Italy","Mugil",0
"Netherlands","Italy","Phycis",0
"Netherlands","Italy","Pleuronectes",0
"Netherlands","Italy","Pollachius",0
"Netherlands","Italy","Sardina",0
"Netherlands","Italy","Spicara",2.79217531471448e-09
"Netherlands","Italy","Sprattus",0
"Netherlands","Italy","Trachyrincus",0
"Netherlands","Italy","Trisopterus",0
"Netherlands","Italy","Uranoscopus",0
"Netherlands","Italy","Xiphias",0
"Germany","Italy","Belone belone",3.49497733987182e-08
"Germany","Italy","Liza aurata",6.30841125818291e-13
"Germany","Italy","Merlangius merlangus",4.12451595863751e-07
"Germany","Italy","Sardina pilchardus",3.11328543081815e-07
"Germany","Italy","Spicara smaris",0
"Germany","Italy","Sprattus sprattus",1.03733881872012e-08
"Germany","Italy","Trisopterus minutus",3.37055636744176e-07
"Germany","Italy","Xiphias gladius",1.38074657145428e-08
"Germany","Italy","Ammodytes",0
"Germany","Italy","Anarhichas",0
"Germany","Italy","Belone",0
"Germany","Italy","Centropomus",0
"Germany","Italy","Clupea",0
"Germany","Italy","Coryphaenoides",0
"Germany","Italy","Gadus",0
"Germany","Italy","Hemiramphus",0
"Germany","Italy","Liza",0
"Germany","Italy","Macrourus",0
"Germany","Italy","Makaira",0
"Germany","Italy","Melanogrammus",0
"Germany","Italy","Merlangius",0
"Germany","Italy","Mugil",0
"Germany","Italy","Phycis",0
"Germany","Italy","Pollachius",0
"Germany","Italy","Sardina",0
"Germany","Italy","Spicara",2.98857820323813e-09
"Germany","Italy","Sprattus",0
"Germany","Italy","Trachyrincus",0
"Germany","Italy","Trisopterus",0
"Germany","Italy","Uranoscopus",0
"Germany","Italy","Xiphias",0
"Denmark","Italy","Belone belone",3.73099396488868e-09
"Denmark","Italy","Liza aurata",5.02827053838236e-14
"Denmark","Italy","Merlangius merlangus",2.41358849449994e-08
"Denmark","Italy","Sardina pilchardus",1.87624023086934e-08
"Denmark","Italy","Sprattus sprattus",1.00934100166467e-09
"Denmark","Italy","Xiphias gladius",1.47836039139147e-09
"Denmark","Italy","Ammodytes",0
"Denmark","Italy","Anarhichas",0
"Denmark","Italy","Belone",0
"Denmark","Italy","Centropomus",0
"Denmark","Italy","Hemiramphus",0
"Denmark","Italy","Liza",0
"Denmark","Italy","Makaira",0
"Denmark","Italy","Melanogrammus",0
"Denmark","Italy","Merlangius",0
"Denmark","Italy","Mugil",0
"Denmark","Italy","Phycis",0
"Denmark","Italy","Sardina",0
"Denmark","Italy","Spicara",1.14341661880689e-09
"Denmark","Italy","Sprattus",0
"Denmark","Italy","Trisopterus",0
"Denmark","Italy","Uranoscopus",0
"Denmark","Italy","Xiphias",0
"Poland","Italy","Liza aurata",7.40437559196621e-13
"Poland","Italy","Merlangius merlangus",1.57450974509375e-08
"Poland","Italy","Spicara smaris",0
"Poland","Italy","Sprattus sprattus",7.75183223539606e-09
"Poland","Italy","Xiphias gladius",2.17695836264052e-08
"Poland","Italy","Ammodytes",0
"Poland","Italy","Anarhichas",0
"Poland","Italy","Centropomus",0
"Poland","Italy","Clupea",0
"Poland","Italy","Coryphaenoides",0
"Poland","Italy","Liza",0
"Poland","Italy","Macrourus",0
"Poland","Italy","Makaira",0
"Poland","Italy","Melanogrammus",0
"Poland","Italy","Merlangius",0
"Poland","Italy","Mugil",0
"Poland","Italy","Phycis",0
"Poland","Italy","Pollachius",0
"Poland","Italy","Spicara",4.20934297345203e-09
"Poland","Italy","Sprattus",0
"Poland","Italy","Trachyrincus",0
"Poland","Italy","Trisopterus",0
"Poland","Italy","Xiphias",0
"Sweden","Italy","Spicara smaris",0
"Sweden","Italy","Xiphias gladius",4.96654576641875e-10
"Sweden","Italy","Ammodytes",0
"Sweden","Italy","Centropomus",0
"Sweden","Italy","Spicara",0
"Sweden","Italy","Xiphias",0
"Italy","Croatia","Atherina boyeri",0
"Italy","Croatia","Belone belone",8.67265827978462e-07
"Italy","Croatia","Boops boops",1.17434466073319e-05
"Italy","Croatia","Cepola macrophthalma",0
"Italy","Croatia","Chelon labrosus",0
"Italy","Croatia","Dicentrarchus labrax",0
"Italy","Croatia","Diplodus annularis",0
"Italy","Croatia","Engraulis encrasicolus",0.000501919893140514
"Italy","Croatia","Euthynnus alletteratus",6.24461197687043e-07
"Italy","Croatia","Gobius niger",0
"Italy","Croatia","Liza aurata",0
"Italy","Croatia","Liza ramada",0
"Italy","Croatia","Merlangius merlangus",0
"Italy","Croatia","Merluccius merluccius",2.68188701178107e-05
"Italy","Croatia","Mullus barbatus barbatus",0.000104956153178413
"Italy","Croatia","Mullus surmuletus",2.70541569197774e-06
"Italy","Croatia","Oblada melanura",0
"Italy","Croatia","Pagellus erythrinus",0
"Italy","Croatia","Phycis phycis",0
"Italy","Croatia","Sarda sarda",2.37965068448293e-06
"Italy","Croatia","Sardina pilchardus",0.00097045155837108
"Italy","Croatia","Sarpa salpa",0
"Italy","Croatia","Scomber scombrus",4.72320874671191e-07
"Italy","Croatia","Solea solea",0
"Italy","Croatia","Sparus aurata",0
"Italy","Croatia","Thunnus thynnus",2.77642948191181e-05
"Italy","Croatia","Trisopterus minutus",0
"Italy","Croatia","Xiphias gladius",1.0234989080502e-08
"Italy","Croatia","Acanthocybium",0
"Italy","Croatia","Ammodytes",0
"Italy","Croatia","Anchoviella",0
"Italy","Croatia","Anthias",0
"Italy","Croatia","Aphia",0
"Italy","Croatia","Argentina",0
"Italy","Croatia","Arnoglossus",0
"Italy","Croatia","Atherina",0
"Italy","Croatia","Belone",0
"Italy","Croatia","Boops",0
"Italy","Croatia","Brama",0
"Italy","Croatia","Capros",0
"Italy","Croatia","Centropomus",0
"Italy","Croatia","Cepola",0
"Italy","Croatia","Chelidonichthys",0
"Italy","Croatia","Chelon",0
"Italy","Croatia","Chimaera",0
"Italy","Croatia","Chromis",0
"Italy","Croatia","Coris",0
"Italy","Croatia","Coryphaena",0
"Italy","Croatia","Ctenolabrus",0
"Italy","Croatia","Cypselurus",0
"Italy","Croatia","Dentex",0
"Italy","Croatia","Dicentrarchus",0
"Italy","Croatia","Diplodus",0
"Italy","Croatia","Engraulis",0
"Italy","Croatia","Epigonus",0
"Italy","Croatia","Epinephelus",0
"Italy","Croatia","Euthynnus",0
"Italy","Croatia","Gaidropsarus",0
"Italy","Croatia","Glyptocephalus",0
"Italy","Croatia","Gobius",0
"Italy","Croatia","Helicolenus",0
"Italy","Croatia","Hemiramphus",0
"Italy","Croatia","Hippocampus",0
"Italy","Croatia","Hoplostethus",0
"Italy","Croatia","Hyperoglyphe",0
"Italy","Croatia","Katsuwonus",0
"Italy","Croatia","Labrus",0
"Italy","Croatia","Leiognathus",0
"Italy","Croatia","Lepidopus",0
"Italy","Croatia","Lepidorhombus",0
"Italy","Croatia","Lepidotrigla",0
"Italy","Croatia","Liza",0
"Italy","Croatia","Lophius",0
"Italy","Croatia","Lutjanus",0
"Italy","Croatia","Macrourus",0
"Italy","Croatia","Makaira",0
"Italy","Croatia","Maurolicus",0
"Italy","Croatia","Merlangius",0
"Italy","Croatia","Merluccius",0
"Italy","Croatia","Microchirus",0
"Italy","Croatia","Molva",0
"Italy","Croatia","Mora",0
"Italy","Croatia","Morone",0
"Italy","Croatia","Mugil",0
"Italy","Croatia","Mullus",0
"Italy","Croatia","Oblada",0
"Italy","Croatia","Orcynopsis",0
"Italy","Croatia","Pagellus",0
"Italy","Croatia","Pagrus",0
